30-05-2018 16:33:16:793;przyspieszanie na swiatlach
30-05-2018 16:33:45:511;zatrzymanie na swiatlach
30-05-2018 16:34:34:063;przyspieszanie na swiatlach
30-05-2018 16:34:43:098;wyprzedzanie
30-05-2018 16:34:51:646;hamowanie
30-05-2018 16:35:00:061;zatrzymanie na swiatlach
30-05-2018 16:35:58:302;przyspieszanie na swiatlach
30-05-2018 16:36:10:757;zatrzymanie na swiatlach
30-05-2018 16:37:48:298;przyspieszanie na swiatlach
30-05-2018 16:37:58:343;wyprzedzanie
30-05-2018 16:38:08:748;wyprzedzanie
30-05-2018 16:38:22:126;zatrzymanie na swiatlach
30-05-2018 16:39:09:474;przyspieszanie na swiatlach
30-05-2018 16:39:18:866;skret w lewo
30-05-2018 16:39:25:208;wyprzedzanie
30-05-2018 16:39:41:868;zatrzymanie na swiatlach
30-05-2018 16:39:49:559;przyspieszanie na swiatlach
30-05-2018 16:40:11:778;hamowanie
30-05-2018 16:40:28:439;zatrzymanie na swiatlach
30-05-2018 16:40:33:938;skret w prawo
30-05-2018 16:41:22:971;przyspieszanie na swiatlach
30-05-2018 16:41:32:174;zatrzymanie na swiatlach
30-05-2018 16:42:42:018;wyprzedzanie
30-05-2018 16:43:09:887;przyspieszanie na swiatlach
30-05-2018 16:43:22:445;skret w lewo
30-05-2018 16:44:14:384;zatrzymanie na swiatlach
30-05-2018 16:45:22:483;przyspieszanie na swiatlach
30-05-2018 16:45:34:446;wyprzedzanie
30-05-2018 16:46:08:760;zatrzymanie na swiatlach
30-05-2018 16:46:39:381;przyspieszanie na swiatlach
30-05-2018 16:47:00:670;wyprzedzanie
30-05-2018 16:47:16:660;hamowanie
30-05-2018 16:47:35:397;wyprzedzanie
30-05-2018 16:48:09:945;hamowanie
30-05-2018 16:48:52:651;wyprzedzanie
30-05-2018 16:49:06:493;hamowanie
30-05-2018 16:49:28:823;zatrzymanie na swiatlach
30-05-2018 16:49:58:456;przyspieszanie na swiatlach
30-05-2018 16:50:16:169;hamowanie
30-05-2018 16:50:19:657;zmiana pasa na prawy
30-05-2018 16:50:24:226;hamowanie
30-05-2018 16:50:43:189;hamowanie
30-05-2018 16:50:59:127;skret w prawo
30-05-2018 16:51:06:294;wyprzedzanie
30-05-2018 16:51:24:639;zmiana pasa na lewy
30-05-2018 16:51:32:872;zmiana pasa na lewy
30-05-2018 16:51:51:641;wyprzedzanie
30-05-2018 16:52:20:970;zmiana pasa na prawy
30-05-2018 16:52:31:539;hamowanie
30-05-2018 16:52:41:177;hamowanie
30-05-2018 16:53:27:528;zmiana pasa na lewy
30-05-2018 16:53:56:819;zmiana pasa na lewy
30-05-2018 16:54:17:204;hamowanie
30-05-2018 16:55:14:957;hamowanie
30-05-2018 16:56:02:693;wyprzedzanie
30-05-2018 16:56:11:409;wyprzedzanie
30-05-2018 16:56:27:660;wyprzedzanie
30-05-2018 16:57:05:476;hamowanie
30-05-2018 16:57:47:351;wyprzedzanie
30-05-2018 16:57:59:556;wyprzedzanie
30-05-2018 16:58:05:824;hamowanie
30-05-2018 16:58:24:636;hamowanie
30-05-2018 16:59:05:872;hamowanie
30-05-2018 16:59:21:988;hamowanie
30-05-2018 16:59:51:509;wyprzedzanie
30-05-2018 17:00:21:370;wyprzedzanie
30-05-2018 17:01:01:949;wyprzedzanie
