25-05-2018 18:39:36:296;hamowanie
25-05-2018 18:40:08:489;hamowanie
25-05-2018 18:40:13:810;hamowanie
25-05-2018 18:41:16:192;hamowanie
25-05-2018 18:41:49:832;hamowanie
25-05-2018 18:41:56:834;hamowanie
25-05-2018 18:42:38:210;hamowanie
25-05-2018 18:43:56:742;hamowanie
25-05-2018 18:45:12:933;zmiana pasa na prawy
25-05-2018 18:45:37:574;zmiana pasa na prawy
25-05-2018 18:45:41:034;hamowanie
25-05-2018 18:46:07:856;wyprzedzanie
25-05-2018 18:46:18:883;skret w lewo
25-05-2018 18:46:28:158;skret w prawo
25-05-2018 18:46:38:967;zmiana pasa na lewy
25-05-2018 18:46:44:827;wyprzedzanie
25-05-2018 18:46:57:645;zmiana pasa na lewy
25-05-2018 18:47:06:003;skret w lewo
25-05-2018 18:47:12:835;skret w prawo
25-05-2018 18:47:21:849;zatrzymanie na swiatlach
25-05-2018 18:47:39:759;przyspieszanie na swiatlach
25-05-2018 18:47:51:896;wyprzedzanie
25-05-2018 18:48:02:165;hamowanie
25-05-2018 18:48:20:833;wyprzedzanie
25-05-2018 18:48:28:255;wyprzedzanie
25-05-2018 18:48:53:872;zatrzymanie na swiatlach
25-05-2018 18:50:16:398;skret w lewo
25-05-2018 18:50:31:763;wyprzedzanie
25-05-2018 18:50:43:302;wyprzedzanie
25-05-2018 18:50:55:955;wyprzedzanie
25-05-2018 18:51:28:717;wyprzedzanie
25-05-2018 18:51:46:601;skret w lewo
25-05-2018 18:52:06:338;wyprzedzanie
25-05-2018 18:52:28:059;zatrzymanie na swiatlach
25-05-2018 18:52:42:931;przyspieszanie na swiatlach
25-05-2018 18:52:59:024;wyprzedzanie
25-05-2018 18:53:02:386;zmiana pasa na prawy
25-05-2018 18:53:11:463;skret w prawo
25-05-2018 18:53:19:866;wyprzedzanie
25-05-2018 18:53:26:288;skret w lewo
25-05-2018 18:53:33:873;wyprzedzanie
25-05-2018 18:53:42:247;hamowanie
25-05-2018 18:53:58:156;wyprzedzanie
25-05-2018 18:54:11:751;wyprzedzanie
25-05-2018 18:54:18:692;hamowanie
25-05-2018 18:54:39:603;skret w prawo
