15-05-2018 17:08:49:604;zatrzymanie na swiatlach
15-05-2018 17:10:39:849;skret w lewo
15-05-2018 17:10:50:740;zmiana pasa na prawy
15-05-2018 17:11:15:010;zatrzymanie na swiatlach
15-05-2018 17:11:30:582;przyspieszanie na swiatlach
15-05-2018 17:11:48:469;zmiana pasa na lewy
15-05-2018 17:12:31:145;zatrzymanie na swiatlach
15-05-2018 17:12:47:799;przyspieszanie na swiatlach
15-05-2018 17:13:37:186;zmiana pasa na lewy
15-05-2018 17:13:45:197;zatrzymanie na swiatlach
15-05-2018 17:14:30:432;skret w lewo
15-05-2018 17:14:37:357;zmiana pasa na prawy
15-05-2018 17:15:02:344;zatrzymanie na swiatlach
15-05-2018 17:15:49:279;przyspieszanie na swiatlach
15-05-2018 17:16:48:056;zatrzymanie na swiatlach
15-05-2018 17:17:11:813;zatrzymanie na swiatlach
15-05-2018 17:18:30:492;skret w prawo
15-05-2018 17:18:48:243;zatrzymanie na swiatlach
15-05-2018 17:19:30:774;przyspieszanie na swiatlach
15-05-2018 17:19:47:875;hamowanie
15-05-2018 17:19:55:530;hamowanie
15-05-2018 17:20:06:097;zatrzymanie na swiatlach
15-05-2018 17:21:13:399;przyspieszanie na swiatlach
15-05-2018 17:22:30:791;przyspieszanie na swiatlach
15-05-2018 17:31:12:545;zatrzymanie na swiatlach
15-05-2018 17:34:14:949;zatrzymanie na swiatlach
15-05-2018 17:34:26:030;przyspieszanie na swiatlach
15-05-2018 17:36:22:035;zmiana pasa na lewy
15-05-2018 17:38:43:301;skret w prawo
