13-05-2018 12:05:24:871;skret w prawo
13-05-2018 12:05:49:305;hamowanie
13-05-2018 12:05:55:371;skret w prawo
13-05-2018 12:06:14:227;zatrzymanie na swiatlach
13-05-2018 12:06:33:264;przyspieszanie na swiatlach
13-05-2018 12:07:26:772;zatrzymanie na swiatlach
13-05-2018 12:08:12:195;hamowanie
13-05-2018 12:08:39:716;hamowanie
13-05-2018 12:09:35:862;hamowanie
13-05-2018 12:14:06:481;hamowanie
13-05-2018 12:20:54:651;hamowanie
13-05-2018 12:23:00:240;hamowanie
13-05-2018 12:23:42:309;hamowanie
13-05-2018 12:24:44:267;hamowanie
13-05-2018 12:24:44:898;hamowanie
13-05-2018 12:28:07:713;hamowanie
13-05-2018 12:31:25:919;skret w prawo
