14-05-2018 12:09:15:370;zmiana pasa na lewy
14-05-2018 12:09:36:025;zmiana pasa na prawy
14-05-2018 12:09:43:072;zmiana pasa na lewy
14-05-2018 12:10:48:990;zmiana pasa na prawy
14-05-2018 12:10:57:063;zmiana pasa na lewy
14-05-2018 12:11:53:411;zmiana pasa na prawy
14-05-2018 12:12:02:312;zmiana pasa na lewy
14-05-2018 12:12:47:472;zmiana pasa na prawy
14-05-2018 12:13:07:623;zmiana pasa na lewy
14-05-2018 12:13:20:872;zmiana pasa na prawy
14-05-2018 12:14:34:628;zmiana pasa na lewy
14-05-2018 12:14:47:526;zmiana pasa na prawy
14-05-2018 12:15:20:233;zmiana pasa na lewy
14-05-2018 12:15:58:686;zmiana pasa na prawy
14-05-2018 12:16:07:546;zmiana pasa na lewy
14-05-2018 12:16:41:619;zmiana pasa na prawy
14-05-2018 12:17:31:793;zmiana pasa na lewy
14-05-2018 12:17:53:929;zmiana pasa na prawy
14-05-2018 12:18:32:331;zmiana pasa na lewy
14-05-2018 12:19:29:863;zmiana pasa na prawy
14-05-2018 12:19:51:775;zmiana pasa na lewy
14-05-2018 12:20:25:343;hamowanie
14-05-2018 12:20:25:498;hamowanie
14-05-2018 12:21:22:263;zmiana pasa na prawy
14-05-2018 12:21:36:505;hamowanie
14-05-2018 12:22:31:335;hamowanie
14-05-2018 12:22:44:957;zmiana pasa na lewy
14-05-2018 12:23:03:901;zmiana pasa na prawy
14-05-2018 12:23:37:940;zmiana pasa na lewy
14-05-2018 12:24:24:212;zmiana pasa na prawy
14-05-2018 12:25:34:699;zmiana pasa na lewy
14-05-2018 12:26:34:026;zmiana pasa na prawy
14-05-2018 12:26:45:372;zmiana pasa na lewy
14-05-2018 12:26:55:483;zmiana pasa na prawy
14-05-2018 12:28:37:394;zmiana pasa na lewy
14-05-2018 12:29:37:131;zmiana pasa na prawy
14-05-2018 12:29:50:296;zmiana pasa na lewy
14-05-2018 12:30:25:881;zmiana pasa na prawy
14-05-2018 12:30:37:092;zmiana pasa na lewy
14-05-2018 12:30:45:773;zmiana pasa na prawy
14-05-2018 12:31:11:074;hamowanie
14-05-2018 12:31:24:330;zmiana pasa na lewy
14-05-2018 12:31:37:744;zmiana pasa na prawy
14-05-2018 12:31:58:857;zmiana pasa na lewy
14-05-2018 12:33:23:607;zmiana pasa na prawy
14-05-2018 12:33:37:257;zmiana pasa na lewy
14-05-2018 12:33:54:621;hamowanie
14-05-2018 12:34:02:010;hamowanie
14-05-2018 12:34:11:684;zatrzymanie na swiatlach
14-05-2018 12:34:53:707;przyspieszanie na swiatlach
14-05-2018 12:35:19:106;hamowanie
14-05-2018 12:35:21:387;zatrzymanie na swiatlach
14-05-2018 12:35:33:826;przyspieszanie na swiatlach
14-05-2018 12:37:05:313;zatrzymanie na swiatlach
14-05-2018 12:38:08:472;przyspieszanie na swiatlach
14-05-2018 12:38:58:106;zatrzymanie na swiatlach
14-05-2018 12:39:09:015;przyspieszanie na swiatlach
14-05-2018 12:39:59:658;hamowanie
14-05-2018 12:40:30:951;hamowanie
14-05-2018 12:41:28:214;hamowanie
14-05-2018 12:41:40:924;zatrzymanie na swiatlach
14-05-2018 12:42:21:107;zatrzymanie na swiatlach
14-05-2018 12:43:21:731;przyspieszanie na swiatlach
14-05-2018 12:43:30:191;hamowanie
14-05-2018 12:43:48:010;zatrzymanie na swiatlach
14-05-2018 12:44:08:428;przyspieszanie na swiatlach
14-05-2018 12:44:41:733;zatrzymanie na swiatlach
14-05-2018 12:44:53:779;przyspieszanie na swiatlach
14-05-2018 12:44:57:574;zmiana pasa na lewy
14-05-2018 12:45:01:840;zatrzymanie na swiatlach
14-05-2018 12:46:20:906;przyspieszanie na swiatlach
14-05-2018 12:46:30:149;skret w lewo
14-05-2018 12:48:11:994;zatrzymanie na swiatlach
14-05-2018 12:49:04:307;przyspieszanie na swiatlach
14-05-2018 12:49:24:129;zatrzymanie na swiatlach
14-05-2018 12:49:56:644;przyspieszanie na swiatlach
14-05-2018 12:50:27:159;zatrzymanie na swiatlach
14-05-2018 12:50:52:381;przyspieszanie na swiatlach
14-05-2018 12:51:24:979;zmiana pasa na lewy
14-05-2018 12:51:48:221;zmiana pasa na prawy
14-05-2018 12:52:17:882;zatrzymanie na swiatlach
14-05-2018 12:52:56:811;przyspieszanie na swiatlach
14-05-2018 12:53:09:917;zatrzymanie na swiatlach
14-05-2018 12:53:20:325;przyspieszanie na swiatlach
14-05-2018 12:53:29:290;zmiana pasa na lewy
14-05-2018 12:54:02:574;hamowanie
14-05-2018 12:54:31:949;zatrzymanie na swiatlach
14-05-2018 12:55:05:286;zatrzymanie na swiatlach
14-05-2018 12:55:06:305;przyspieszanie na swiatlach
14-05-2018 12:55:23:337;zatrzymanie na swiatlach
14-05-2018 12:55:33:238;zmiana pasa na prawy
14-05-2018 12:55:50:430;zatrzymanie na swiatlach
14-05-2018 12:56:06:469;zatrzymanie na swiatlach
14-05-2018 12:57:16:390;zatrzymanie na swiatlach
14-05-2018 12:58:10:201;hamowanie
14-05-2018 12:58:55:769;przyspieszanie na swiatlach
14-05-2018 12:59:14:462;zmiana pasa na lewy
14-05-2018 12:59:57:822;hamowanie
14-05-2018 13:00:23:031;zmiana pasa na prawy
14-05-2018 13:01:10:795;zmiana pasa na prawy
14-05-2018 13:01:19:694;zatrzymanie na swiatlach
14-05-2018 13:01:40:478;skret w prawo
14-05-2018 13:02:08:452;skret w lewo
14-05-2018 13:02:46:277;skret w prawo
14-05-2018 13:02:51:843;skret w prawo
