25-05-2018 18:13:18:120;przyspieszanie na swiatlach
25-05-2018 18:13:19:026;skret w lewo
25-05-2018 18:13:32:781;hamowanie
25-05-2018 18:13:52:541;zatrzymanie na swiatlach
25-05-2018 18:14:03:588;przyspieszanie na swiatlach
25-05-2018 18:14:20:701;zatrzymanie na swiatlach
25-05-2018 18:15:19:394;przyspieszanie na swiatlach
25-05-2018 18:16:05:983;zatrzymanie na swiatlach
25-05-2018 18:16:24:023;przyspieszanie na swiatlach
25-05-2018 18:16:57:177;hamowanie
25-05-2018 18:17:33:620;zatrzymanie na swiatlach
25-05-2018 18:18:14:974;przyspieszanie na swiatlach
25-05-2018 18:19:02:399;zmiana pasa na prawy
25-05-2018 18:19:22:880;zatrzymanie na swiatlach
25-05-2018 18:19:45:954;przyspieszanie na swiatlach
25-05-2018 18:20:04:193;hamowanie
25-05-2018 18:20:26:048;skret w prawo
25-05-2018 18:21:00:205;zmiana pasa na lewy
25-05-2018 18:21:42:603;zmiana pasa na lewy
25-05-2018 18:22:03:540;zmiana pasa na prawy
25-05-2018 18:22:24:189;hamowanie
25-05-2018 18:23:01:167;skret w prawo
25-05-2018 18:23:16:288;zmiana pasa na lewy
25-05-2018 18:24:07:852;hamowanie
25-05-2018 18:25:23:429;hamowanie
25-05-2018 18:27:54:034;hamowanie
25-05-2018 18:28:19:208;hamowanie
25-05-2018 18:28:48:070;hamowanie
25-05-2018 18:29:50:322;hamowanie
25-05-2018 18:31:34:479;hamowanie
25-05-2018 18:33:13:282;hamowanie
