15-05-2018 20:56:23:374;zmiana pasa na lewy
15-05-2018 20:56:35:022;zmiana pasa na prawy
15-05-2018 20:57:04:694;zatrzymanie na swiatlach
15-05-2018 20:57:48:606;skret w prawo
15-05-2018 20:58:18:655;hamowanie
15-05-2018 20:58:36:179;zmiana pasa na lewy
15-05-2018 20:59:01:924;hamowanie
15-05-2018 20:59:23:945;zmiana pasa na prawy
15-05-2018 20:59:39:456;zatrzymanie na swiatlach
15-05-2018 20:59:57:288;przyspieszanie na swiatlach
15-05-2018 21:00:29:938;zatrzymanie na swiatlach
15-05-2018 21:00:42:292;przyspieszanie na swiatlach
15-05-2018 21:01:14:336;zatrzymanie na swiatlach
15-05-2018 21:01:25:552;przyspieszanie na swiatlach
15-05-2018 21:02:17:563;zatrzymanie na swiatlach
15-05-2018 21:02:31:361;przyspieszanie na swiatlach
15-05-2018 21:03:08:179;hamowanie
15-05-2018 21:03:37:709;zatrzymanie na swiatlach
15-05-2018 21:03:50:912;przyspieszanie na swiatlach
15-05-2018 21:04:18:484;zmiana pasa na lewy
15-05-2018 21:04:36:034;hamowanie
15-05-2018 21:05:32:111;hamowanie
15-05-2018 21:06:09:022;zatrzymanie na swiatlach
15-05-2018 21:06:37:443;zmiana pasa na prawy
15-05-2018 21:06:55:369;hamowanie
15-05-2018 21:07:07:568;zatrzymanie na swiatlach
15-05-2018 21:07:54:983;przyspieszanie na swiatlach
15-05-2018 21:08:05:796;skret w lewo
15-05-2018 21:08:23:472;przyspieszanie na swiatlach
15-05-2018 21:08:31:951;zatrzymanie na swiatlach
15-05-2018 21:08:41:350;skret w prawo
15-05-2018 21:09:24:534;skret w lewo
15-05-2018 21:10:07:853;skret w prawo
15-05-2018 21:11:01:872;skret w prawo
