15-05-2018 08:18:19:228;skret w lewo
15-05-2018 08:18:48:835;hamowanie
15-05-2018 08:19:33:849;zatrzymanie na swiatlach
15-05-2018 08:20:06:445;przyspieszanie na swiatlach
15-05-2018 08:20:36:095;hamowanie
15-05-2018 08:20:50:305;zatrzymanie na swiatlach
15-05-2018 08:21:11:284;przyspieszanie na swiatlach
15-05-2018 08:21:19:644;hamowanie
15-05-2018 08:21:34:259;zatrzymanie na swiatlach
15-05-2018 08:22:23:191;przyspieszanie na swiatlach
15-05-2018 08:22:52:743;zatrzymanie na swiatlach
15-05-2018 08:22:57:354;przyspieszanie na swiatlach
15-05-2018 08:23:26:924;zatrzymanie na swiatlach
15-05-2018 08:24:16:057;przyspieszanie na swiatlach
15-05-2018 08:24:54:542;zmiana pasa na prawy
15-05-2018 08:25:25:713;przyspieszanie na swiatlach
15-05-2018 08:25:38:135;hamowanie
15-05-2018 08:26:14:590;zatrzymanie na swiatlach
15-05-2018 08:26:54:814;przyspieszanie na swiatlach
15-05-2018 08:27:11:888;zatrzymanie na swiatlach
15-05-2018 08:27:24:488;zatrzymanie na swiatlach
15-05-2018 08:28:32:567;zatrzymanie na swiatlach
15-05-2018 08:29:47:160;hamowanie
15-05-2018 08:30:10:459;zatrzymanie na swiatlach
15-05-2018 08:30:41:044;przyspieszanie na swiatlach
15-05-2018 08:32:49:287;zatrzymanie na swiatlach
15-05-2018 08:33:47:862;przyspieszanie na swiatlach
15-05-2018 08:33:53:211;zmiana pasa na lewy
15-05-2018 08:34:00:278;zmiana pasa na lewy
15-05-2018 08:34:11:197;skret w lewo
15-05-2018 08:34:35:330;hamowanie
15-05-2018 08:34:48:277;zmiana pasa na prawy
15-05-2018 08:36:03:287;zmiana pasa na prawy
15-05-2018 08:36:35:713;skret w prawo
15-05-2018 08:37:02:301;zatrzymanie na swiatlach
15-05-2018 08:37:36:742;zmiana pasa na lewy
15-05-2018 08:38:22:475;zmiana pasa na prawy
15-05-2018 08:39:28:752;zatrzymanie na swiatlach
15-05-2018 08:40:35:581;zmiana pasa na prawy
15-05-2018 08:40:49:052;skret w prawo
15-05-2018 08:41:01:955;skret w prawo
15-05-2018 08:41:10:979;skret w prawo
15-05-2018 08:41:26:716;skret w lewo
15-05-2018 08:41:54:315;hamowanie
