16-05-2018 19:02:01:683;skret w prawo
16-05-2018 19:02:40:217;skret w prawo
16-05-2018 19:02:54:084;hamowanie
16-05-2018 19:03:10:044;zatrzymanie na swiatlach
16-05-2018 19:04:25:407;zmiana pasa na prawy
16-05-2018 19:04:46:534;zmiana pasa na lewy
16-05-2018 19:05:56:008;hamowanie
16-05-2018 19:06:01:627;zmiana pasa na lewy
16-05-2018 19:06:59:875;skret w lewo
16-05-2018 19:07:12:536;zmiana pasa na prawy
16-05-2018 19:07:33:065;zatrzymanie na swiatlach
16-05-2018 19:08:38:822;przyspieszanie na swiatlach
16-05-2018 19:10:11:842;zatrzymanie na swiatlach
16-05-2018 19:10:57:484;skret w prawo
16-05-2018 19:11:20:412;zatrzymanie na swiatlach
16-05-2018 19:11:53:789;przyspieszanie na swiatlach
16-05-2018 19:12:15:194;hamowanie
16-05-2018 19:12:33:538;zatrzymanie na swiatlach
16-05-2018 19:12:54:507;zmiana pasa na lewy
16-05-2018 19:12:55:616;zatrzymanie na swiatlach
16-05-2018 19:13:30:248;zatrzymanie na swiatlach
16-05-2018 19:14:40:346;zatrzymanie na swiatlach
16-05-2018 19:14:53:615;przyspieszanie na swiatlach
16-05-2018 19:15:27:282;zatrzymanie na swiatlach
16-05-2018 19:15:55:428;przyspieszanie na swiatlach
16-05-2018 19:17:04:691;hamowanie
16-05-2018 19:17:30:875;zatrzymanie na swiatlach
16-05-2018 19:18:19:084;przyspieszanie na swiatlach
16-05-2018 19:19:17:027;zatrzymanie na swiatlach
16-05-2018 19:19:50:657;przyspieszanie na swiatlach
16-05-2018 19:22:36:785;hamowanie
16-05-2018 19:23:44:992;przyspieszanie na swiatlach
16-05-2018 19:24:03:251;zatrzymanie na swiatlach
16-05-2018 19:24:35:650;przyspieszanie na swiatlach
16-05-2018 19:24:46:676;zmiana pasa na prawy
16-05-2018 19:25:06:376;skret w prawo
16-05-2018 19:25:23:915;hamowanie
16-05-2018 19:25:50:660;skret w lewo
