12-05-2018 20:15:07:382;skret w lewo
12-05-2018 20:15:42:835;hamowanie
12-05-2018 20:16:01:736;skret w prawo
12-05-2018 20:17:09:622;zmiana pasa na lewy
12-05-2018 20:17:31:135;hamowanie
12-05-2018 20:17:51:348;zmiana pasa na prawy
12-05-2018 20:18:29:709;zmiana pasa na lewy
12-05-2018 20:19:07:051;hamowanie
12-05-2018 20:20:41:805;zmiana pasa na prawy
12-05-2018 20:20:55:560;hamowanie
12-05-2018 20:21:04:659;zmiana pasa na lewy
12-05-2018 20:23:34:686;zmiana pasa na prawy
12-05-2018 20:23:52:996;zmiana pasa na lewy
12-05-2018 20:33:22:901;zmiana pasa na prawy
12-05-2018 20:33:36:632;hamowanie
12-05-2018 20:34:32:658;zmiana pasa na prawy
12-05-2018 20:35:36:907;zmiana pasa na prawy
12-05-2018 20:36:00:910;hamowanie
12-05-2018 20:36:14:198;skret w lewo
12-05-2018 20:36:37:920;zatrzymanie na swiatlach
12-05-2018 20:36:46:554;przyspieszanie na swiatlach
12-05-2018 20:37:03:837;zmiana pasa na prawy
12-05-2018 20:37:54:246;zatrzymanie na swiatlach
12-05-2018 20:38:25:056;przyspieszanie na swiatlach
12-05-2018 20:40:46:105;zatrzymanie na swiatlach
12-05-2018 20:41:17:013;przyspieszanie na swiatlach
12-05-2018 20:41:33:828;zatrzymanie na swiatlach
12-05-2018 20:41:46:763;przyspieszanie na swiatlach
12-05-2018 20:42:42:299;zatrzymanie na swiatlach
12-05-2018 20:42:58:996;przyspieszanie na swiatlach
12-05-2018 20:43:42:590;hamowanie
12-05-2018 20:43:56:516;skret w prawo
12-05-2018 20:44:38:429;zatrzymanie na swiatlach
12-05-2018 20:45:08:224;przyspieszanie na swiatlach
12-05-2018 20:45:31:113;zmiana pasa na lewy
12-05-2018 20:45:49:770;zatrzymanie na swiatlach
12-05-2018 20:46:25:387;przyspieszanie na swiatlach
12-05-2018 20:46:33:035;zmiana pasa na lewy
12-05-2018 20:47:58:508;zatrzymanie na swiatlach
12-05-2018 20:48:12:634;skret w lewo
12-05-2018 20:48:14:192;przyspieszanie na swiatlach
12-05-2018 20:48:35:122;zatrzymanie na swiatlach
12-05-2018 20:48:51:478;przyspieszanie na swiatlach
12-05-2018 20:49:14:006;zatrzymanie na swiatlach
12-05-2018 20:49:29:594;przyspieszanie na swiatlach
12-05-2018 20:50:10:536;zatrzymanie na swiatlach
12-05-2018 20:50:13:073;przyspieszanie na swiatlach
12-05-2018 20:50:37:417;skret w prawo
